size,time_us
100,1
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,1
100,1
100,0
100,1
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,1
100,0
100,1
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,11
100,0
100,0
100,0
100,0
100,0
100,1
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1
100,0
100,0
100,1
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,1
100,0
100,1
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,1
100,1
100,0
100,0
100,1
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,1
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,1
100,1
100,10
100,0
100,0
100,0
100,1
100,1
100,0
100,1
100,0
100,0
100,1
100,0
100,1
100,1
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,1
100,0
100,0
100,0
100,1
100,0
100,0
100,11
100,0
100,0
100,0
100,0
100,0
100,1
100,1
100,1
100,1
100,1
100,1
100,0
100,1
100,0
100,1
100,0
100,0
100,1
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
100,0
